Evaluating    1 trackers on     1 sequences
Tracker: dimp dimp50 None ,  Sequence: pigeon04_wild
Using /root/.cache/torch_extensions as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /root/.cache/torch_extensions/_prroi_pooling/build.ninja...
Building extension module _prroi_pooling...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _prroi_pooling...
FPS: 18.480836359754
Done
         3764651 function calls (3632342 primitive calls) in 14.452 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 flatten.py:1(<module>)
     2943    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
       19    0.000    0.000    0.001    0.000 path.py:98(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2233(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 argparse.py:1733(parse_args)
      111    0.000    0.000    0.001    0.000 typing.py:1350(<genexpr>)
        1    0.000    0.000    0.001    0.001 argparse.py:1740(parse_known_args)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.001    0.001 loading.py:144(_cleanup_legacy_env)
  288/145    0.000    0.000    0.001    0.000 _internal.py:872(__call__)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.001    0.001 offsetbox.py:23(<module>)
        1    0.000    0.000    0.001    0.001 http1connection.py:105(HTTP1Connection)
        1    0.000    0.000    0.001    0.001 mlab.py:54(<module>)
        1    0.000    0.000    0.001    0.001 torchfile.py:30(<module>)
        1    0.000    0.000    0.001    0.001 tcpserver.py:16(<module>)
      448    0.000    0.000    0.001    0.000 _tensor_docs.py:8(add_docstr_all)
      250    0.000    0.000    0.001    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.001    0.001 _six.py:21(<module>)
      248    0.000    0.000    0.001    0.000 sre_compile.py:441(_get_charset_prefix)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2143(__init__)
      710    0.000    0.000    0.001    0.000 sre_compile.py:539(isstring)
      349    0.000    0.000    0.001    0.000 __init__.py:422(<genexpr>)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
      985    0.000    0.000    0.001    0.000 typing.py:974(<genexpr>)
        1    0.000    0.000    0.001    0.001 ansitowin32.py:64(AnsiToWin32)
        6    0.000    0.000    0.001    0.000 rcsetup.py:340(validate_color_or_inherit)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
       14    0.000    0.000    0.001    0.000 pyparsing.py:2026(__call__)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4681(originalTextFor)
        5    0.000    0.000    0.001    0.000 re.py:204(split)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1473(_array_str_implementation)
      496    0.000    0.000    0.001    0.000 typing.py:1039(_abc_negative_cache_version)
        1    0.000    0.000    0.001    0.001 template.py:504(_Node)
        1    0.000    0.000    0.001    0.001 argparse.py:1775(_parse_known_args)
        2    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:13(delimited_list)
        1    0.000    0.000    0.000    0.000 rnn.py:419(LSTM)
       29    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
        1    0.000    0.000    0.000    0.000 __init__.py:461(get_distribution)
       24    0.000    0.000    0.000    0.000 core.py:3880(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 adaptive.py:3(<module>)
        1    0.000    0.000    0.000    0.000 template.py:252(Template)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
        1    0.000    0.000    0.000    0.000 markers.py:145(MarkerStyle)
      146    0.000    0.000    0.000    0.000 tensorlist.py:9(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:8(<module>)
        1    0.000    0.000    0.000    0.000 phototour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1672(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 flatten.py:48(Unflatten)
     3269    0.000    0.000    0.000    0.000 inspect.py:2502(name)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1542(_IPv4Constants)
       68    0.000    0.000    0.000    0.000 dimp.py:317(get_iou_backbone_features)
       25    0.000    0.000    0.000    0.000 core.py:5345(__init__)
        1    0.000    0.000    0.000    0.000 stl10.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:278(get_device_capability)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scatter_gather.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datasets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:21(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method sign}
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
     2266    0.000    0.000    0.000    0.000 __init__.py:167(<lambda>)
        1    0.000    0.000    0.000    0.000 mathtext.py:219(MathtextBackendPs)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
      870    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _cpp_extension_versioner.py:36(bump_version_if_changed)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
       52    0.000    0.000    0.000    0.000 core.py:895(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:317(getmembers)
        1    0.000    0.000    0.000    0.000 helpers.py:1044(<listcomp>)
        1    0.000    0.000    0.000    0.000 status_codes.py:107(_init)
        1    0.000    0.000    0.000    0.000 artist.py:1236(ArtistInspector)
      145    0.000    0.000    0.000    0.000 os.py:742(encode)
      757    0.000    0.000    0.000    0.000 __init__.py:916(<lambda>)
      372    0.000    0.000    0.000    0.000 typing.py:866(_make_subclasshook)
        1    0.000    0.000    0.000    0.000 jsonpointer.py:33(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1460(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3577(ParseExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:3137(parse)
        1    0.000    0.000    0.000    0.000 flickr.py:11(Flickr8kParser)
        2    0.000    0.000    0.000    0.000 __init__.py:3065(parse_requirements)
        1    0.000    0.000    0.000    0.000 models.py:277(CharsetMatches)
      190    0.000    0.000    0.000    0.000 pyplot.py:82(_copy_docstring_and_deprecators)
        4    0.000    0.000    0.000    0.000 __init__.py:295(get_device_properties)
     1662    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
       35    0.000    0.000    0.000    0.000 core.py:2306(__init__)
      143    0.000    0.000    0.000    0.000 data.py:122(object_init_data)
        1    0.000    0.000    0.000    0.000 depends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3092(__init__)
        1    0.000    0.000    0.000    0.000 poll.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:41(GradScaler)
        2    0.000    0.000    0.000    0.000 __init__.py:108(load_first_config)
      146    0.000    0.000    0.000    0.000 npyio.py:1028(split_line)
        6    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 asyncio.py:404(AddThreadSelectorEventLoop)
      573    0.000    0.000    0.000    0.000 npyio.py:759(floatconv)
        1    0.000    0.000    0.000    0.000 sysconfig.py:152(_extend_dict)
        1    0.000    0.000    0.000    0.000 _cpp_extension_versioner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dimp50.py:1(<module>)
  108/107    0.000    0.000    0.000    0.000 __init__.py:235(wrapper)
        2    0.000    0.000    0.000    0.000 adadelta.py:1(<module>)
       15    0.000    0.000    0.000    0.000 argparse.py:2352(_get_formatter)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
      274    0.000    0.000    0.000    0.000 function_base.py:419(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
      356    0.000    0.000    0.000    0.000 typing.py:1047(_get_type_vars)
       32    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
  286/143    0.000    0.000    0.000    0.000 npyio.py:1011(pack_items)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:1447(_get_build_directory)
       51    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
       15    0.000    0.000    0.000    0.000 argparse.py:157(__init__)
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 requirements.py:95(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:1(<module>)
       29    0.000    0.000    0.000    0.000 enum.py:464(_find_new_)
        1    0.000    0.000    0.000    0.000 _cpp_extension_versioner.py:13(hash_source_files)
        1    0.000    0.000    0.000    0.000 mathtext.py:261(MathtextBackendPdf)
       22    0.000    0.000    0.000    0.000 pathlib.py:998(__new__)
        4    0.000    0.000    0.000    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1504(<dictcomp>)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
      219    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
     12/2    0.000    0.000    0.000    0.000 core.py:1496(makeOptionalList)
       13    0.000    0.000    0.000    0.000 deprecation.py:277(_rename_parameter)
      898    0.000    0.000    0.000    0.000 version.py:76(<lambda>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
     2709    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       15    0.000    0.000    0.000    0.000 arrayprint.py:1466(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2249(any)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       64    0.000    0.000    0.000    0.000 {method '_set_from_file' of 'torch._C.LongStorageBase' objects}
        2    0.000    0.000    0.000    0.000 loading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fuser_method_mappings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
       35    0.000    0.000    0.000    0.000 transforms.py:1251(__init_subclass__)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
       67    0.000    0.000    0.000    0.000 utils.py:20(_reverse_repeat_tuple)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
       88    0.000    0.000    0.000    0.000 __init__.py:2891(<listcomp>)
        1    0.000    0.000    0.000    0.000 poll.py:17(Poller)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
      107    0.000    0.000    0.000    0.000 inspect.py:526(_findclass)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
     3896    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 load_config_py3.py:6(exec_file_wrapper)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2995(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 rnn.py:24(RNNBase)
       49    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getpass.py:11(<module>)
       85    0.000    0.000    0.000    0.000 core.py:3881(<genexpr>)
       83    0.000    0.000    0.000    0.000 init.py:67(calculate_gain)
        1    0.000    0.000    0.000    0.000 places365.py:1(<module>)
        1    0.000    0.000    0.000    0.000 votdataset.py:19(__init__)
        1    0.000    0.000    0.000    0.000 locks.py:15(<module>)
     1990    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
        1    0.000    0.000    0.000    0.000 chi2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 preprocessing.py:10(torch_to_numpy)
        6    0.000    0.000    0.000    0.000 deprecation.py:272(__set_name__)
     1883    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 feature_pyramid_network.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
      295    0.000    0.000    0.000    0.000 __init__.py:2810(__getattr__)
       40    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:413(_find_module_shim)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 folder.py:65(DatasetFolder)
        2    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
       39    0.000    0.000    0.000    0.000 typing.py:498(__init__)
        1    0.000    0.000    0.000    0.000 util.py:368(ArgReplacer)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tensor.py:40(Tensor)
        1    0.000    0.000    0.000    0.000 utils.py:6(<module>)
        1    0.000    0.000    0.000    0.000 dimp.py:410(init_memory)
        1    0.000    0.000    0.000    0.000 jsonpointer.py:164(JsonPointer)
       21    0.000    0.000    0.000    0.000 grad_mode.py:19(__call__)
      355    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        3    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 web.py:3326(_UIModuleNamespace)
        1    0.000    0.000    0.000    0.000 spawn.py:7(<module>)
  135/130    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
       21    0.000    0.000    0.000    0.000 deprecation.py:178(finalize)
       73    0.000    0.000    0.000    0.000 rcsetup.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:70(_wrapreduction)
