Evaluating    1 trackers on     1 sequences
Tracker: dimp dimp50 None ,  Sequence: pigeon04_wild
Using /root/.cache/torch_extensions as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /root/.cache/torch_extensions/_prroi_pooling/build.ninja...
Building extension module _prroi_pooling...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _prroi_pooling...
FPS: 18.480836359754
Done
         3764651 function calls (3632342 primitive calls) in 14.452 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 core.py:847(__init__)
        1    0.000    0.000    0.000    0.000 core.py:978(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:2600(MaskedIterator)
        2    0.000    0.000    0.000    0.000 core.py:3422(shape)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        2    0.000    0.000    0.000    0.000 npyio.py:1108(<listcomp>)
        2    0.000    0.000    0.000    0.000 npyio.py:1131(<listcomp>)
        1    0.000    0.000    0.000    0.000 _datasource.py:101(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:76(_FileOpeners)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1205(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 shape_base.py:78(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 parse.py:770(Quoter)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:471(__init__)
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 random.py:668(SystemRandom)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:43(__exit__)
        1    0.000    0.000    0.000    0.000 tempfile.py:418(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:461(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:779(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 typing.py:197(_FinalTypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:216(_ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:453(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1375(_ClassVar)
        1    0.000    0.000    0.000    0.000 typing.py:1769(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1777(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1785(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1793(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:2384(io)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        8    0.000    0.000    0.000    0.000 {built-in method math.cos}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.gcd}
        1    0.000    0.000    0.000    0.000 subprocess.py:359(CompletedProcess)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 argparse.py:1150(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1726(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:2077(<listcomp>)
        6    0.000    0.000    0.000    0.000 argparse.py:2312(_check_value)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 datetime.py:964(tzinfo)
        1    0.000    0.000    0.000    0.000 sre_parse.py:963(expand_template)
        2    0.000    0.000    0.000    0.000 enum.py:328(__getitem__)
        2    0.000    0.000    0.000    0.000 enum.py:331(__iter__)
        2    0.000    0.000    0.000    0.000 enum.py:581(__hash__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        1    0.000    0.000    0.000    0.000 __init__.py:251(is_tensor)
        1    0.000    0.000    0.000    0.000 sysconfig.py:523(get_config_vars)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        3    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getArchFlags}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_init}
        1    0.000    0.000    0.000    0.000 cpp_extension.py:1146(<listcomp>)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:1560(<listcomp>)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:1567(<listcomp>)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:1581(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:161(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 __init__.py:236(sic)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.000    0.000 normalization.py:6(InstanceL2Norm)
        1    0.000    0.000    0.000    0.000 distance.py:6(DistanceMap)
        1    0.000    0.000    0.000    0.000 residual_modules.py:10(LinearFilterLearnGen)
        1    0.000    0.000    0.000    0.000 residual_modules.py:88(LinearFilterHinge)
        1    0.000    0.000    0.000    0.000 resnet.py:15(BasicBlock)
        1    0.000    0.000    0.000    0.000 resnet.py:56(Bottleneck)
        1    0.000    0.000    0.000    0.000 resnet18_vggm.py:9(SpatialCrossMapLRN)
        1    0.000    0.000    0.000    0.000 resnet18_vggm.py:38(ResNetVGGm1)
        1    0.000    0.000    0.000    0.000 _video_opt.py:60(Timebase)
        1    0.000    0.000    0.000    0.000 ElementTree.py:104(ParseError)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1138(_ListDataStream)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1248(XMLPullParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1360(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ElementPath.py:246(_SelectorContext)
        1    0.000    0.000    0.000    0.000 Shadow.py:190(_nogil)
        1    0.000    0.000    0.000    0.000 Shadow.py:212(CythonMetaType)
        1    0.000    0.000    0.000    0.000 Shadow.py:219(CythonType)
        1    0.000    0.000    0.000    0.000 Shadow.py:226(PointerType)
        1    0.000    0.000    0.000    0.000 Shadow.py:259(ArrayType)
        1    0.000    0.000    0.000    0.000 Shadow.py:287(UnionType)
        1    0.000    0.000    0.000    0.000 Shadow.py:340(typedef)
        1    0.000    0.000    0.000    0.000 old_build_ext.py:49(Optimization)
        1    0.000    0.000    0.000    0.000 Code.py:1675(CCodeConfig)
        1    0.000    0.000    0.000    0.000 Code.py:987(StringConst)
        1    0.000    0.000    0.000    0.000 Code.py:1066(PyStringConst)
        1    0.000    0.000    0.000    0.000 Code.py:645(TempitaUtilityCode)
        1    0.000    0.000    0.000    0.000 Code.py:676(LazyUtilityCode)
        1    0.000    0.000    0.000    0.000 Code.py:953(NumConst)
        1    0.000    0.000    0.000    0.000 Code.py:2490(PyrexCodeWriter)
        1    0.000    0.000    0.000    0.000 Code.py:2576(ClosureTempAllocator)
        1    0.000    0.000    0.000    0.000 Symtab.py:977(PreImportScope)
        1    0.000    0.000    0.000    0.000 Symtab.py:2363(CppClassScope)
        1    0.000    0.000    0.000    0.000 Symtab.py:1829(GeneratorExpressionScope)
        1    0.000    0.000    0.000    0.000 Symtab.py:1889(ClosureScope)
        1    0.000    0.000    0.000    0.000 Symtab.py:1910(StructOrUnionScope)
       14    0.000    0.000    0.000    0.000 PyrexTypes.py:65(base_declaration_code)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1459(CType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1519(PythranExpr)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2573(CReferenceType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2608(CFakeReferenceType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1856(CIntType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1944(CReturnCodeType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1959(CBIntType)
        8    0.000    0.000    0.000    0.000 PyrexTypes.py:2513(same_as_resolved_type)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2568(CNullPtrType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3457(__hash__)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2028(CPyUnicodeIntType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2052(CPyHashTType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2060(CPySSizeTType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2076(CSizeTType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2083(CPtrdiffTType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2089(CFloatType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3897(CEnumType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:4048(UnspecifiedType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1615(FusedType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1773(ForbidUseClass)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2277(CPyTSSTType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2296(CPointerBaseType)
        1    0.000    0.000    0.000    0.000 Utils.py:375(LazyStr)
        1    0.000    0.000    0.000    0.000 Utils.py:388(OrderedSet)
        1    0.000    0.000    0.000    0.000 DebugFlags.py:3(<module>)
        1    0.000    0.000    0.000    0.000 Options.py:8(ShouldBeFromDirective)
        1    0.000    0.000    0.000    0.000 Options.py:254(one_of)
        1    0.000    0.000    0.000    0.000 StringEncoding.py:60(BytesLiteralBuilder)
        1    0.000    0.000    0.000    0.000 StringEncoding.py:91(StrLiteralBuilder)
        1    0.000    0.000    0.000    0.000 Lexicons.py:42(Lexicon)
        1    0.000    0.000    0.000    0.000 Lexicons.py:24(State)
        1    0.000    0.000    0.000    0.000 Errors.py:14(PlexTypeError)
        1    0.000    0.000    0.000    0.000 Errors.py:26(InvalidToken)
        1    0.000    0.000    0.000    0.000 Errors.py:31(InvalidScanner)
        1    0.000    0.000    0.000    0.000 Errors.py:42(UnrecognizedInput)
        1    0.000    0.000    0.000    0.000 Symtab.py:242(InnerEntry)
        1    0.000    0.000    0.000    0.000 Regexps.py:264(_RawNewline)
        1    0.000    0.000    0.000    0.000 Regexps.py:302(Seq)
        1    0.000    0.000    0.000    0.000 Regexps.py:384(Rep1)
        1    0.000    0.000    0.000    0.000 Regexps.py:405(SwitchCase)
        1    0.000    0.000    0.000    0.000 Main.py:537(CompilationOptions)
        1    0.000    0.000    0.000    0.000 Main.py:677(CompilationResult)
        1    0.000    0.000    0.000    0.000 Errors.py:20(PyrexError)
        1    0.000    0.000    0.000    0.000 Errors.py:56(CompileError)
        1    0.000    0.000    0.000    0.000 Errors.py:89(AbortError)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:519(BaseClassSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:408(RichcmpSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:419(TypeFlagsSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:438(DocStringSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:450(SuiteSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:492(MethodTableSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:509(GetSetSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:261(FixedSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:274(EmptySlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:281(MethodSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:317(InternalMethodSlot)
        1    0.000    0.000    0.000    0.000 ImageFont.py:69(ImageFont)
        1    0.000    0.000    0.000    0.000 ImageFont.py:755(TransposedFont)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:250(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:261(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:294(SHARPEN)
        1    0.000    0.000    0.000    0.000 mnist.py:200(KMNIST)
        1    0.000    0.000    0.000    0.000 transforms.py:79(ToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:110(PILToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:156(ToPILImage)
        1    0.000    0.000    0.000    0.000 transforms.py:195(Normalize)
        1    0.000    0.000    0.000    0.000 transforms.py:274(Scale)
        1    0.000    0.000    0.000    0.000 transforms.py:399(RandomTransforms)
        1    0.000    0.000    0.000    0.000 transforms.py:423(RandomApply)
        1    0.000    0.000    0.000    0.000 transforms.py:465(RandomOrder)
        1    0.000    0.000    0.000    0.000 transforms.py:476(RandomChoice)
        1    0.000    0.000    0.000    0.000 transforms.py:593(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 transforms.py:623(RandomVerticalFlip)
        1    0.000    0.000    0.000    0.000 transforms.py:835(RandomSizedCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:845(FiveCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:891(TenCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:1363(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 googlenet.py:94(QuantizableInception)
        1    0.000    0.000    0.000    0.000 googlenet.py:132(QuantizableGoogLeNet)
        1    0.000    0.000    0.000    0.000 inception.py:102(QuantizableInceptionA)
        1    0.000    0.000    0.000    0.000 inception.py:122(QuantizableInceptionC)
        1    0.000    0.000    0.000    0.000 inception.py:132(QuantizableInceptionD)
        1    0.000    0.000    0.000    0.000 inception.py:175(QuantizableInceptionAux)
        1    0.000    0.000    0.000    0.000 inception.py:180(QuantizableInception3)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:24(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:41(QuantizableShuffleNetV2)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:20(MaskRCNN)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:221(MaskRCNNHeads)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:17(KeypointRCNN)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:233(KeypointRCNNPredictor)
        1    0.000    0.000    0.000    0.000 retinanet.py:63(RetinaNetClassificationHead)
        1    0.000    0.000    0.000    0.000 resnet.py:16(Conv3DSimple)
        1    0.000    0.000    0.000    0.000 resnet.py:37(Conv2Plus1D)
        1    0.000    0.000    0.000    0.000 resnet.py:60(Conv3DNoTemporal)
        1    0.000    0.000    0.000    0.000 resnet.py:82(BasicBlock)
        1    0.000    0.000    0.000    0.000 resnet.py:191(VideoResNet)
        1    0.000    0.000    0.000    0.000 mobilenet.py:16(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 resnet.py:52(QuantizableBottleneck)
        1    0.000    0.000    0.000    0.000 misc.py:17(Conv2d)
        1    0.000    0.000    0.000    0.000 misc.py:33(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 rpn.py:30(RPNHead)
        1    0.000    0.000    0.000    0.000 Shadow.py:14(_ArrayType)
        1    0.000    0.000    0.000    0.000 Shadow.py:88(locals)
        1    0.000    0.000    0.000    0.000 file_baton.py:11(FileBaton)
        1    0.000    0.000    0.000    0.000 _cpp_extension_versioner.py:28(ExtensionVersioner)
        1    0.000    0.000    0.000    0.000 hipify_python.py:46(InputError)
        1    0.000    0.000    0.000    0.000 hipify_python.py:62(bcolors)
        1    0.000    0.000    0.000    0.000 hipify_python.py:80(GeneratedFileCleaner)
        2    0.000    0.000    0.000    0.000 hipify_python.py:576(__init__)
        1    0.000    0.000    0.000    0.000 hipify_python.py:572(Trie)
        2    0.000    0.000    0.000    0.000 _compat.py:33(metaclass)
        1    0.000    0.000    0.000    0.000 depends.py:16(Require)
        1    0.000    0.000    0.000    0.000 more.py:2268(islice_extended)
        1    0.000    0.000    0.000    0.000 more.py:2518(SequenceView)
        1    0.000    0.000    0.000    0.000 more.py:3072(time_limited)
        1    0.000    0.000    0.000    0.000 more.py:3796(countable)
        1    0.000    0.000    0.000    0.000 config.py:20(StaticModule)
        2    0.000    0.000    0.000    0.000 version.py:61(InvalidVersion)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:53(Node)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 markers.py:83(Op)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
        1    0.000    0.000    0.000    0.000 specifiers.py:670(<listcomp>)
        1    0.000    0.000    0.000    0.000 specifiers.py:702(__hash__)
        1    0.000    0.000    0.000    0.000 specifiers.py:752(__iter__)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 __init__.py:1934(EggMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:1999(find_nothing)
        1    0.000    0.000    0.000    0.000 __init__.py:3087(RequirementParseError)
        1    0.000    0.000    0.000    0.000 plistlib.py:79(_InternalDict)
        1    0.000    0.000    0.000    0.000 plistlib.py:109(Dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:602(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1203(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 extension.py:19(Extension)
        1    0.000    0.000    0.000    0.000 __init__.py:236(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:315(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:893(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1115(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1575(EggProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1645(ZipManifests)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:189(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:215(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:242(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:263(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:275(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:283(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:339(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:359(Interpolation)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:828(_adaptive_pool)
        2    0.000    0.000    0.000    0.000 symbolic_opset9.py:981(decorator)
        1    0.000    0.000    0.000    0.000 googlenet.py:255(InceptionAux)
        1    0.000    0.000    0.000    0.000 googlenet.py:284(BasicConv2d)
        1    0.000    0.000    0.000    0.000 mobilenet.py:33(ConvBNReLU)
        1    0.000    0.000    0.000    0.000 mobilenet.py:45(InvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenet.py:77(MobileNetV2)
        1    0.000    0.000    0.000    0.000 mnasnet.py:23(_InvertedResidual)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:86(ShuffleNetV2)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:11(DeepLabV3)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:40(ASPPConv)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:50(ASPPPooling)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:65(ASPP)
        1    0.000    0.000    0.000    0.000 _utils.py:8(_SimpleSegmentationModel)
        1    0.000    0.000    0.000    0.000 fcn.py:25(FCNHead)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:25(FasterRCNN)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:237(TwoMLPHead)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:261(FastRCNNPredictor)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:24(_Enhance)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:39(Color)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:74(Brightness)
        1    0.000    0.000    0.000    0.000 inception.py:209(InceptionA)
        1    0.000    0.000    0.000    0.000 inception.py:247(InceptionB)
        1    0.000    0.000    0.000    0.000 inception.py:276(InceptionC)
        1    0.000    0.000    0.000    0.000 inception.py:321(InceptionD)
        1    0.000    0.000    0.000    0.000 inception.py:353(InceptionE)
        1    0.000    0.000    0.000    0.000 inception.py:401(InceptionAux)
        1    0.000    0.000    0.000    0.000 inception.py:431(BasicConv2d)
        1    0.000    0.000    0.000    0.000 densenet.py:126(DenseNet)
        1    0.000    0.000    0.000    0.000 googlenet.py:215(Inception)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:35(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:64(RankFilter)
